2.521586396983996003e+00,-1.386528645862042275e+00
1.646200869897498809e+00,-5.133280026603311841e-01
2.821072676042670313e+00,4.819713620742971383e-01
2.841962529817898542e+00,4.644520210818028905e-01
3.286392384320445892e+00,2.560106541085912291e+00
2.057109899572679090e+00,9.017713121567552115e-01
2.575432572417049037e+00,-1.345681584908960948e-01
2.653658705962205211e+00,8.726108118165690763e-01
1.593709313792162519e+00,-9.198282089117446048e-02
2.840805622207797754e+00,1.358931438073450737e+00
2.017580923224437495e+00,-7.755310029016818096e-03
3.235940415398927072e+00,1.373464576134430404e+00
3.479174445596264320e+00,2.556813680006341905e+00
2.670086540543394449e+00,5.530135133967281069e-01
1.349199561547148596e+00,-7.085052142120009666e-01
1.391136895805437979e+00,-4.531826462011639967e-01
2.008086810842365288e+00,-6.118294728630455648e-01
4.731157944463655340e-01,-3.039025317554690631e+00
1.471239051033516265e+00,-2.638440883336881093e+00
7.001635773857883827e-01,-3.528061351513928745e+00
3.222818542283315324e+00,2.196660525342617909e+00
9.319062564149238614e-01,-1.813325222131169090e+00
1.207217850499518130e+00,-1.378803328109506010e+00
1.532617756551080568e+00,-9.818785547312639528e-01
1.837651656831814417e+00,-1.153394340295189835e+00
2.699889150039126662e+00,3.649389262324607697e-01
2.440624826403496428e+00,4.589948967927142687e-01
2.657365547251795856e+00,3.422985254757400231e-01
1.942029899722370168e+00,-2.791175804400311655e+00
2.051408862876813455e+00,-4.484702194696384980e-01
2.707000083939823831e+00,-3.941491549278041684e-01
1.073555744336726070e+00,-1.362490534839503553e+00
2.133789236153416091e+00,-1.067471533116938875e+00
2.705967004662555908e+00,1.856490130580375375e+00
2.277138793674108985e+00,-1.040248705283935760e+00
2.493763952759988634e+00,2.035228360136473125e+00
2.952247360506799811e+00,-2.488588879229844397e-01
2.882030467367766136e+00,2.779571606279727991e+00
2.566657535636474474e+00,1.161852490446271258e+00
1.726091800030339574e+00,-1.255441234455386246e+00
3.146656709094862947e+00,3.754546825330002946e-01
1.314816968692226418e+00,-1.834708697611537653e+00
2.428159593441313824e+00,-6.400538963419627470e-01
2.267428797369940519e+00,2.305356712394107110e-01
2.557196855153402115e+00,1.362165335858791515e+00
3.541553361613512418e+00,1.440496749500720375e+00
1.890587574127661874e+00,-1.717638070963286356e+00
2.516071332306409225e+00,-4.461704683350390388e-01
1.627701002334649427e+00,-1.171816472966556777e+00
-2.818181782844906280e-01,-4.301926701796558561e+00
8.892729868466415777e-01,2.916100488229771970e-01
2.982253897238391627e+00,1.095585264947266602e+00
3.087684978879098541e+00,3.903616824925908446e+00
3.028377811635755368e+00,1.854152438144967441e+00
5.267521700459982803e-01,-3.076487718032043794e+00
1.543599972748981308e+00,-4.095392099551698473e-01
1.513417552171036240e+00,7.110642231059494112e-02
2.003382585777258917e+00,3.786311079971891314e-01
4.214560470961572491e+00,3.541770975401159038e+00
1.563218850955942818e+00,-2.823508060309725121e+00
2.860478698399650632e+00,1.452540284338990961e+00
7.667806809488322273e-01,-1.366996920190049813e+00
2.586651810035592192e+00,4.913649225843629287e-01
2.606204756568875069e+00,1.758766172327002941e+00
1.658049913461541180e+00,-1.711518518648628806e+00
2.909080760772564389e+00,3.083820705723250288e-02
2.828369746175201982e+00,9.295823764907764630e-01
1.887671694658551003e+00,-9.165303777020363807e-01
1.160544895145351418e+00,-1.621537979632518889e+00
1.659371175292375433e+00,-4.833889087360954684e-01
2.636162812154002388e+00,1.177476814677343553e+00
1.091450600404912930e+00,-9.046896336029652819e-01
2.082399684947433549e-01,-1.983808496774004171e+00
8.876967856186677164e-01,-1.078867241229179985e+00
2.618012970081493140e+00,-4.662504654381582347e-01
2.541914241635959470e+00,1.364700137281379955e-01
3.582010868801808634e+00,2.468405235646105478e+00
1.651205923623587424e+00,-1.556429890124375159e+00
2.076870842095804193e+00,-4.237457838875698934e-01
2.778656701148015884e+00,1.915503943456494218e+00
2.260382113838262708e+00,-7.046085014184721995e-01
2.608775219765195441e+00,4.876727321808698168e-01
8.401718016821755342e-01,-4.241987888015767538e+00
1.279633185241495941e+00,-3.083577413688385338e-01
8.256410204028776789e-01,-1.365311722948134854e+00
1.677377523237161494e+00,-1.036363719160029673e+00
1.240272202779499455e+00,-2.037290079223148087e+00
2.416986560499061021e+00,-4.403155738221570248e-02
2.604271804475527308e+00,1.181358762181134781e+00
